Date,Open,High,Low,Close
2015-02-09,17790.310547,17799.490234,17653.609375,17711.929688
2015-02-06,17696.179688,17700.669922,17603.070312,17648.5
2015-02-05,17589.210938,17619.339844,17484.669922,17504.619141
2015-02-04,17549.300781,17743.109375,17535.039062,17678.740234
2015-02-03,17654.599609,17654.599609,17271.869141,17335.849609
2015-02-02,17536.609375,17628.400391,17459.449219,17558.039062
2015-01-30,17788.740234,17808.470703,17661.099609,17674.390625
2015-01-29,17666.910156,17778.830078,17575.099609,17606.220703
2015-01-28,17615.929688,17850.589844,17615.929688,17795.730469
2015-01-27,17649.400391,17768.410156,17633.470703,17768.300781
2015-01-26,17285.710938,17471.939453,17285.710938,17468.519531
2015-01-23,17520.630859,17532.060547,17460.759766,17511.75
2015-01-22,17306.640625,17355.740234,17229.210938,17329.019531
2015-01-21,17308.720703,17329.029297,17181.550781,17280.480469
2015-01-20,17071.650391,17366.300781,17066.769531,17366.300781
2015-01-19,17000.779297,17039.800781,16911.580078,17014.289062
2015-01-16,16812.960938,16864.339844,16592.570312,16864.160156
2015-01-15,16872.949219,17141.980469,16856.220703,17108.699219
2015-01-14,16961.820312,17036.720703,16770.560547,16795.960938
2015-01-13,16970.880859,17087.710938,16828.269531,17087.710938
2015-01-09,17318.740234,17342.650391,17129.529297,17197.730469
2015-01-08,17067.400391,17243.710938,17016.089844,17167.099609
2015-01-07,16808.259766,16974.609375,16808.259766,16885.330078
2015-01-06,17101.580078,17111.359375,16881.730469,16883.189453
2015-01-05,17325.679688,17540.919922,17219.220703,17408.710938
2015-01-02,17702.119141,17713.759766,17450.769531,17450.769531
2014-12-31,17702.119141,17713.759766,17450.769531,17450.769531
2014-12-30,17702.119141,17713.759766,17450.769531,17450.769531
2014-12-29,17914.550781,17914.550781,17525.660156,17729.839844
2014-12-26,17778.910156,17843.730469,17769.009766,17818.960938
2014-12-25,17804.839844,17832.470703,17773.589844,17808.75
2014-12-24,17842.039062,17875.410156,17800.419922,17854.230469
2014-12-22,17685.529297,17692.580078,17572.619141,17635.140625
2014-12-19,17511.009766,17621.400391,17471.599609,17621.400391
