Date,Open,High,Low,Close
2016-10-14,5518.30,5531.50,5514.70,5518.50
2016-10-13,5555.20,5555.20,5505.40,5518.30
2016-10-12,5562.20,5562.20,5516.60,5555.20
2016-10-11,5555.50,5578.90,5555.50,5562.20
2016-10-10,5548.50,5574.60,5548.50,5555.50	
2016-10-07,5564.80,5573.90,5539.50,5548.50
2016-10-06,5537.00,5567.60,5537.00,5564.80
2016-10-05,5569.90,5569.90,5525.50,5537.00
2016-10-04,5564.80,5569.90,5535.30,5569.90
2016-10-03,5525.20,5578.90,5525.20,5564.80
2016-09-30,5558.20,5558.20,5506.80,5525.20
2016-09-29,5500.20,5560.70,5500.20,5558.20
2016-09-28,5493.70,5521.00,5487.50,5500.20
2016-09-27,5519.10,5519.10,5462.10,5493.70
2016-09-26,5518.60,5523.40,5496.40,5519.10
2016-09-23,5466.299805,5521.899902,5465.600098,5518.600098
2016-09-22,5429.399902,5482.700195,5429.399902,5466.299805
2016-09-21,5397.299805,5435.200195,5397.299805,5429.399902
2016-09-20,5393.700195,5406.700195,5372.899902,5397.299805
2016-09-19,5396.700195,5400.100098,5374.899902,5393.700195
2016-09-16,5337.100098,5403.399902,5337.100098,5396.700195
2016-09-15,5326.600098,5339.200195,5303.399902,5337.100098
2016-09-14,5310.0,5329.799805,5294.100098,5326.600098
2016-09-13,5319.100098,5375.0,5309.700195,5310.0
2016-09-12,5440.5,5440.5,5315.0,5319.100098
2016-09-09,5484.600098,5484.600098,5434.399902,5440.5
2016-09-08,5521.100098,5521.100098,5457.600098,5484.600098
2016-09-07,5510.399902,5537.100098,5509.100098,5521.100098
2016-09-06,5524.399902,5525.200195,5501.399902,5510.399902
2016-09-05,5470.600098,5525.799805,5470.600098,5524.399902
2016-09-02,5511.200195,5516.100098,5460.899902,5470.600098
2016-09-01,5529.399902,5529.399902,5501.600098,5511.200195
2016-08-31,5573.5,5573.5,5510.200195,5529.399902
2016-08-30,5561.5,5596.0,5561.5,5573.5
2016-08-29,5607.399902,5608.5,5545.399902,5561.5
2016-08-26,5631.399902,5633.5,5603.899902,5607.399902
2016-08-25,5653.600098,5653.600098,5625.700195,5631.399902
2016-08-24,5647.100098,5662.600098,5645.5,5653.600098
2016-08-23,5612.299805,5666.5,5612.299805,5647.100098
2016-08-22,5625.399902,5634.600098,5606.200195,5612.299805
2016-08-19,5607.299805,5631.200195,5604.899902,5625.399902
2016-08-18,5628.100098,5639.600098,5596.299805,5607.299805
2016-08-17,5625.700195,5630.799805,5602.399902,5628.100098
2016-08-16,5633.799805,5642.299805,5624.200195,5625.700195
2016-08-15,5626.299805,5638.700195,5607.700195,5633.799805
2016-08-12,5599.399902,5641.5,5599.399902,5626.299805
2016-08-11,5628.200195,5628.200195,5575.700195,5599.399902
2016-08-10,5636.700195,5636.700195,5598.200195,5628.200195
2016-08-09,5625.700195,5638.700195,5622.399902,5636.700195
2016-08-08,5585.600098,5635.0,5585.600098,5625.700195
2016-08-05,5563.399902,5599.600098,5563.399902,5585.600098
2016-08-04,5551.399902,5593.899902,5551.399902,5563.399902
2016-08-03,5621.0,5621.0,5551.399902,5551.399902
2016-08-02,5670.100098,5673.299805,5621.200195,5622.100098
2016-08-01,5644.0,5691.799805,5644.0,5670.100098
2016-07-29,5636.700195,5650.799805,5618.899902,5644.0
2016-07-28,5615.0,5643.0,5614.700195,5636.700195
2016-07-27,5612.600098,5639.799805,5606.299805,5615.0
2016-07-26,5604.5,5612.600098,5574.299805,5612.600098
2016-07-25,5574.299805,5623.100098,5574.299805,5607.5
2016-07-22,5589.0,5589.100098,5555.100098,5574.299805
2016-07-21,5565.899902,5606.600098,5565.899902,5588.700195
2016-07-20,5533.899902,5565.899902,5519.399902,5565.899902
2016-07-19,5538.899902,5548.200195,5516.799805,5533.899902
2016-07-18,5510.100098,5542.299805,5509.799805,5538.899902
2016-07-15,5491.799805,5531.200195,5491.799805,5510.100098
2016-07-14,5470.299805,5496.799805,5468.200195,5491.799805
2016-07-13,5433.200195,5473.600098,5433.200195,5470.299805
2016-07-12,5417.5,5469.799805,5417.5,5433.200195
2016-07-11,5315.600098,5417.5,5315.600098,5417.5
2016-07-08,5311.0,5322.200195,5301.600098,5315.600098
2016-07-07,5284.700195,5329.299805,5284.700195,5311.0
2016-07-06,5312.799805,5312.799805,5237.799805,5284.700195
2016-07-05,5365.200195,5365.899902,5306.899902,5312.799805
2016-07-04,5327.100098,5365.200195,5303.100098,5365.200195
2016-07-01,5310.399902,5356.5,5310.399902,5327.0
2016-06-30,5221.0,5324.399902,5221.0,5310.399902
2016-06-29,5179.700195,5232.899902,5179.700195,5221.0
2016-06-28,5216.200195,5216.200195,5131.899902,5179.700195
2016-06-27,5192.799805,5233.700195,5132.799805,5216.200195
2016-06-24,5358.600098,5402.200195,5163.700195,5192.799805
2016-06-23,5349.600098,5369.600098,5347.5,5358.600098
2016-06-22,5353.299805,5374.799805,5339.399902,5349.5
2016-06-21,5335.600098,5366.899902,5330.399902,5353.299805
2016-06-20,5248.299805,5335.600098,5248.299805,5335.600098
2016-06-17,5231.700195,5261.700195,5231.700195,5248.299805
2016-06-16,5230.399902,5282.700195,5226.899902,5231.700195
2016-06-15,5282.5,5282.5,5230.399902,5230.399902
2016-06-14,5391.600098,5391.600098,5277.799805,5282.5
2016-06-10,5437.399902,5437.399902,5374.399902,5391.600098
2016-06-09,5441.100098,5459.600098,5412.600098,5437.399902
2016-06-08,5441.0,5446.299805,5409.299805,5441.100098
2016-06-07,5430.799805,5461.0,5430.600098,5441.0
2016-06-06,5392.5,5445.200195,5391.600098,5431.0
2016-06-03,5354.200195,5397.5,5354.200195,5392.5
2016-06-02,5395.200195,5400.899902,5346.799805,5354.200195
2016-06-01,5447.799805,5447.799805,5379.799805,5395.200195
2016-05-31,5473.600098,5473.600098,5433.399902,5447.799805
2016-05-30,5469.700195,5479.200195,5456.700195,5473.600098
2016-05-27,5451.899902,5489.799805,5451.899902,5469.700195
2016-05-26,5436.799805,5466.200195,5420.100098,5451.899902
2016-05-25,5361.899902,5457.299805,5361.899902,5436.799805
2016-05-24,5384.899902,5388.899902,5361.899902,5361.899902
2016-05-23,5415.200195,5428.5,5364.100098,5384.899902
2016-05-20,5385.600098,5428.399902,5383.0,5415.200195
2016-05-19,5420.5,5433.100098,5367.5,5385.600098
2016-05-18,5458.5,5458.5,5411.700195,5420.5
2016-05-17,5420.299805,5458.5,5420.299805,5458.5
2016-05-16,5396.299805,5434.200195,5387.799805,5420.299805
2016-05-13,5423.399902,5436.799805,5377.899902,5396.299805
2016-05-12,5434.799805,5435.700195,5403.299805,5423.399902
2016-05-11,5403.899902,5483.700195,5403.899902,5434.799805
2016-05-10,5387.799805,5404.100098,5354.200195,5403.899902
2016-05-09,5358.600098,5387.799805,5334.799805,5387.799805
2016-05-06,5344.5,5358.600098,5270.200195,5358.600098
2016-05-05,5335.600098,5356.700195,5316.600098,5344.5
2016-05-04,5415.0,5415.0,5335.600098,5335.600098
2016-05-03,5312.0,5418.299805,5289.100098,5415.0
2016-05-02,5316.0,5316.0,5253.200195,5312.0
2016-04-29,5289.399902,5320.100098,5276.299805,5316.0
2016-04-28,5250.899902,5301.799805,5250.899902,5289.399902
2016-04-27,5283.600098,5342.899902,5246.0,5250.899902
2016-04-26,5299.200195,5309.5,5275.399902,5283.600098
2016-04-22,5336.399902,5336.399902,5292.200195,5299.200195
2016-04-21,5281.200195,5342.399902,5281.200195,5336.399902
2016-04-20,5254.700195,5297.299805,5254.700195,5281.200195
2016-04-19,5204.899902,5281.899902,5204.899902,5254.700195
2016-04-18,5224.100098,5225.0,5188.0,5204.899902
2016-04-15,5187.600098,5224.100098,5182.299805,5224.100098
2016-04-14,5127.200195,5187.700195,5127.200195,5187.700195
2016-04-13,5053.700195,5127.200195,5053.700195,5127.200195
2016-04-12,5013.200195,5055.700195,5009.600098,5053.700195
2016-04-11,5018.0,5024.700195,4993.799805,5013.200195
2016-04-08,5039.5,5039.5,4975.700195,5018.0
2016-04-07,5024.600098,5062.0,5024.0,5042.299805
2016-04-06,5000.399902,5035.399902,4985.200195,5024.600098
2016-04-05,5070.100098,5070.100098,4986.700195,5000.399902
2016-04-04,5073.799805,5118.299805,5070.100098,5070.100098
2016-04-01,5151.799805,5151.799805,5051.200195,5073.799805
2016-03-31,5081.600098,5166.100098,5081.600098,5151.799805
2016-03-30,5076.200195,5127.899902,5062.200195,5081.5
2016-03-29,5151.600098,5163.700195,5070.399902,5076.200195
2016-03-24,5197.899902,5197.899902,5137.299805,5151.600098
2016-03-23,5230.799805,5230.799805,5190.200195,5204.299805
2016-03-22,5220.700195,5242.399902,5215.299805,5230.799805
2016-03-21,5239.299805,5253.399902,5208.200195,5224.899902
2016-03-18,5226.399902,5272.100098,5226.399902,5239.299805
2016-03-17,5175.700195,5249.5,5175.700195,5226.399902
2016-03-16,5168.600098,5179.899902,5147.399902,5175.700195
2016-03-15,5242.399902,5242.399902,5163.899902,5168.600098
2016-03-14,5224.799805,5269.5,5224.799805,5242.399902
2016-03-11,5210.899902,5239.299805,5180.899902,5224.799805
2016-03-10,5215.700195,5235.700195,5210.700195,5210.899902
2016-03-09,5169.5,5215.700195,5143.600098,5215.700195
2016-03-08,5204.700195,5245.0,5165.799805,5169.5
2016-03-07,5151.100098,5211.299805,5151.100098,5204.700195
2016-03-04,5142.200195,5164.600098,5140.799805,5151.100098
2016-03-03,5083.5,5142.200195,5083.5,5142.200195
2016-03-02,4989.600098,5107.200195,4989.600098,5083.5
2016-03-01,4947.899902,4997.100098,4936.600098,4989.600098
2016-02-29,4945.100098,4989.0,4945.100098,4947.899902
2016-02-26,4944.700195,4961.299805,4905.5,4945.100098
2016-02-25,4943.299805,4969.200195,4914.0,4944.700195
2016-02-24,5039.100098,5039.100098,4930.700195,4943.299805
2016-02-23,5056.600098,5090.100098,5029.700195,5039.100098
2016-02-22,5008.299805,5062.399902,5005.299805,5056.600098
2016-02-19,5047.100098,5047.100098,4993.5,5008.299805
2016-02-18,4938.600098,5047.100098,4938.600098,5047.100098
2016-02-17,4961.600098,4979.700195,4926.299805,4938.399902
2016-02-16,4893.399902,4961.600098,4869.700195,4961.600098
2016-02-15,4816.600098,4901.399902,4816.600098,4893.399902
2016-02-12,4870.899902,4870.899902,4813.200195,4816.600098
2016-02-11,4826.5,4870.899902,4823.100098,4870.899902
2016-02-10,4882.600098,4901.299805,4762.100098,4826.5
2016-02-09,5022.100098,5022.100098,4878.0,4882.600098
2016-02-08,5025.600098,5026.5,4975.799805,5022.100098
2016-02-05,5029.299805,5031.700195,4982.100098,5025.600098
2016-02-04,4930.799805,5037.899902,4930.799805,5029.299805
2016-02-03,5044.0,5044.0,4927.799805,4930.799805
2016-02-02,5094.299805,5096.200195,5033.5,5044.0
2016-02-01,5056.600098,5122.100098,5056.600098,5094.299805
2016-01-29,5028.100098,5059.5,5002.700195,5056.600098
2016-01-28,5000.799805,5040.0,4964.100098,5028.100098
2016-01-27,5057.100098,5059.799805,4992.799805,5000.799805
2016-01-25,4969.600098,5057.100098,4969.600098,5057.100098
2016-01-22,4935.5,4984.0,4917.600098,4969.600098
2016-01-21,4896.899902,4979.200195,4896.899902,4917.600098
2016-01-20,4955.100098,4982.299805,4893.299805,4896.899902
2016-01-19,4910.5,4955.100098,4894.200195,4955.100098
2016-01-18,4925.799805,4948.5,4857.899902,4911.799805
